date,temp_avg,temp_min,temp_max,precipitation,wdir,pressure,season
2015-05-08,15.3,10.6,23.3,0.0,180.0,1021.1,Spring
2015-05-09,13.5,10.0,18.3,0.0,110.0,1025.5,Spring
2015-05-10,17.6,12.8,24.4,0.0,139.6,1022.0,Spring
2015-05-11,19.4,15.6,25.0,0.0,128.6,1019.1,Spring
2015-05-12,20.7,16.7,24.4,0.3,123.0,1009.8,Spring
2015-05-13,16.1,12.8,19.4,0.0,320.0,1016.4,Spring
2015-05-14,14.0,8.3,18.9,0.0,79.6,1026.6,Spring
2015-05-15,13.1,6.1,21.1,0.0,90.0,1025.3,Spring
2015-05-16,15.1,12.8,18.3,0.38,116.0,1014.14,Spring
2015-05-17,19.0,13.3,25.0,0.0,128.2,1019.6,Spring
2015-05-18,14.9,12.8,17.8,0.0,107.0,1021.5,Spring
2015-05-19,14.1,11.7,17.8,0.0,292.8,1013.6,Spring
2015-05-20,14.1,10.6,17.8,0.0,319.0,1011.1,Spring
2015-05-21,12.4,8.9,16.7,0.0,285.2,1014.5,Spring
2015-05-22,16.3,11.1,21.7,0.0,257.8,1012.6,Spring
2015-05-23,12.3,8.3,15.6,0.0,275.0,1026.5,Spring
2015-05-24,15.8,10.6,22.2,0.0,60.0,1026.1,Spring
2015-05-25,18.2,11.7,24.4,0.0,68.4,1023.8,Spring
2015-05-26,19.6,15.0,25.6,0.0,153.4,1022.3,Spring
2015-05-27,19.4,16.1,23.9,0.0,182.0,1021.6,Spring
2015-05-28,19.8,16.1,24.4,0.0,161.0,1021.1,Spring
2015-05-29,20.1,13.9,25.0,0.0,78.4,1024.6,Spring
2015-05-30,19.9,15.0,25.6,0.0,142.4,1021.5,Spring
2015-05-31,19.8,12.8,26.1,0.0,128.2,1018.5,Spring
2015-06-01,11.5,9.4,13.3,3.66,41.0,1021.2,Summer
2015-06-02,10.5,8.9,12.2,3.66,20.0,1020.7,Summer
2015-06-03,13.1,8.3,18.3,0.0,122.6,1023.2,Summer
2015-06-04,13.2,9.4,17.8,0.0,90.0,1025.0,Summer
2015-06-05,14.7,10.6,18.3,0.0,143.8,1018.7,Summer
2015-06-06,18.4,12.2,25.0,2.42,219.0,1013.2,Summer
2015-06-07,15.7,10.0,21.1,0.0,240.6,1021.1,Summer
2015-06-08,17.8,13.9,22.2,0.0,183.0,1014.8,Summer
2015-06-09,20.1,16.7,23.9,0.86,114.2,1006.2,Summer
2015-06-10,20.3,14.4,25.6,0.0,173.4,1010.6,Summer
2015-06-11,22.3,17.2,28.9,0.0,225.2,1011.4,Summer
2015-06-12,23.7,18.3,28.3,0.0,194.8,1013.3,Summer
2015-06-13,24.4,20.0,29.4,0.0,235.0,1012.4,Summer
2015-06-14,22.1,15.6,28.3,0.0,212.0,1017.4,Summer
2015-06-15,17.8,17.2,18.9,6.6,96.0,1015.9,Summer
2015-06-16,18.6,16.7,21.1,1.94,82.8,1012.2,Summer
2015-06-17,20.7,17.2,25.0,0.0,36.0,1018.6,Summer
2015-06-18,18.5,16.1,21.1,0.0,76.0,1018.1,Summer
2015-06-19,22.1,17.8,27.8,1.48,215.8,1012.8,Summer
2015-06-20,18.6,16.7,21.7,1.54,68.0,1017.9,Summer
2015-06-21,22.7,18.3,29.4,0.16,254.2,1014.74,Summer
2015-06-22,23.7,18.9,28.3,0.0,198.4,1012.8,Summer
2015-06-23,22.9,18.3,26.7,6.3,195.0,1010.8,Summer
2015-06-24,23.5,18.9,27.2,0.0,192.2,1014.1,Summer
2015-06-25,20.9,13.9,25.6,0.0,162.0,1016.4,Summer
2015-06-26,21.3,18.3,23.9,0.0,123.6,1015.3,Summer
2015-06-27,17.5,14.4,20.6,6.9,61.6,1019.3,Summer
2015-06-28,16.5,14.4,18.3,6.7,16.0,1012.32,Summer
2015-06-29,19.1,15.6,22.8,0.0,127.0,1010.9,Summer
2015-06-30,21.3,15.6,26.1,0.0,221.0,1014.4,Summer
2015-07-01,23.3,21.1,26.1,6.8,182.0,1008.8,Summer
2015-07-02,21.6,16.7,25.0,0.0,159.6,1011.8,Summer
2015-07-03,20.8,17.2,23.9,0.0,274.0,1014.2,Summer
2015-07-04,19.9,15.6,23.3,0.0,201.6,1014.9,Summer
2015-07-05,20.4,13.9,25.6,0.0,141.0,1019.0,Summer
2015-07-06,21.8,16.7,27.2,0.0,129.2,1021.0,Summer
2015-07-07,23.8,20.6,26.7,0.0,173.0,1017.0,Summer
2015-07-08,24.2,21.7,28.3,0.3,213.0,1013.5,Summer
2015-07-09,21.3,20.0,23.3,0.86,78.0,1014.1,Summer
2015-07-10,23.5,19.4,27.2,0.12,222.6,1012.5,Summer
2015-07-11,23.7,17.8,28.3,0.0,312.0,1017.2,Summer
2015-07-12,23.6,17.2,28.3,0.0,263.8,1016.1,Summer
2015-07-13,23.7,18.9,28.3,0.0,201.6,1012.6,Summer
2015-07-14,23.5,21.1,27.8,0.06,123.0,1005.5,Summer
2015-07-15,24.3,21.7,26.7,0.0,171.4,1004.2,Summer
2015-07-16,20.4,16.1,23.9,0.0,202.4,1015.9,Summer
2015-07-17,20.6,13.9,25.0,0.0,114.4,1018.7,Summer
2015-07-18,23.0,21.1,26.7,0.0,183.0,1014.5,Summer
2015-07-19,25.9,21.1,31.1,0.0,181.8,1009.7,Summer
2015-07-20,28.3,23.9,32.8,0.0,158.4,1005.3,Summer
2015-07-21,25.2,21.7,29.4,0.86,166.8,1003.3,Summer
2015-07-22,23.9,18.9,28.3,0.0,160.0,1006.5,Summer
2015-07-23,22.5,15.6,26.7,0.0,249.8,1012.0,Summer
2015-07-24,22.3,15.0,26.1,0.0,221.0,1013.3,Summer
2015-07-25,22.7,17.2,27.2,0.0,211.8,1015.5,Summer
2015-07-26,23.9,21.7,27.8,9.9,180.0,1015.6,Summer
2015-07-27,23.6,21.1,27.2,6.5,166.8,1016.2,Summer
2015-07-28,25.4,20.0,30.6,0.0,247.2,1015.1,Summer
2015-07-29,26.6,20.6,31.7,0.0,245.2,1014.2,Summer
2015-07-30,25.2,23.3,28.9,3.0,169.4,1011.6,Summer
2015-07-31,25.0,21.1,30.6,0.0,181.8,1009.8,Summer
2015-08-01,24.1,18.9,29.4,0.0,193.2,1008.6,Summer
2015-08-02,23.5,16.7,28.9,0.0,228.2,1012.3,Summer
2015-08-03,25.0,20.0,30.0,0.0,183.6,1010.1,Summer
2015-08-04,26.0,22.8,30.0,1.0,158.4,1010.4,Summer
2015-08-05,23.5,17.2,28.9,0.0,228.2,1011.9,Summer
2015-08-06,21.4,16.1,25.0,0.0,207.2,1013.9,Summer
2015-08-07,22.0,16.7,26.7,0.0,191.2,1013.2,Summer
2015-08-08,21.3,16.1,25.6,0.0,207.2,1014.9,Summer
2015-08-09,21.8,16.1,27.2,0.0,56.0,1016.0,Summer
2015-08-10,21.9,16.1,26.7,0.0,156.8,1017.5,Summer
2015-08-11,22.8,21.1,24.4,1.56,173.0,1010.2,Summer
2015-08-12,23.2,20.6,27.8,5.3,182.0,1009.6,Summer
2015-08-13,22.1,17.2,26.1,0.0,216.6,1016.0,Summer
2015-08-14,22.1,14.4,27.8,0.0,108.4,1020.3,Summer
2015-08-15,24.5,18.3,29.4,0.0,253.8,1019.2,Summer
2015-08-16,25.4,21.1,29.4,0.0,217.0,1019.1,Summer
2015-08-17,25.6,20.0,30.6,0.0,246.8,1017.9,Summer
2015-08-18,25.9,21.7,30.0,0.0,212.8,1016.8,Summer
2015-08-19,25.8,21.7,29.4,0.0,162.0,1012.4199999999998,Summer
2015-08-20,25.5,23.9,28.9,0.0,122.0,1015.1600000000001,Summer
2015-08-21,23.5,21.1,25.0,0.68,150.4,1016.1,Summer
2015-08-22,23.3,18.3,28.9,0.0,298.6,1018.0,Summer
2015-08-23,23.0,18.9,26.7,0.8,129.8,1015.5,Summer
2015-08-24,24.5,21.7,27.8,2.06,201.2,1012.5,Summer
2015-08-25,25.4,22.8,28.3,0.0,169.0,1011.1,Summer
2015-08-26,22.5,18.3,26.7,0.0,185.0,1013.4,Summer
2015-08-27,21.1,16.7,26.1,0.0,159.6,1016.9,Summer
2015-08-28,20.3,15.6,24.4,0.0,138.6,1020.8,Summer
2015-08-29,21.0,13.9,26.7,0.0,134.8,1021.5,Summer
2015-08-30,24.5,21.1,28.3,0.0,183.6,1018.1,Summer
2015-08-31,25.7,23.3,28.9,0.0,193.2,1015.2,Summer
2015-09-01,24.8,20.0,29.4,0.0,348.0,1016.7,Fall
2015-09-02,23.7,17.8,29.4,0.0,228.8,1015.2,Fall
2015-09-03,24.4,18.3,28.9,0.0,244.0,1011.2,Fall
2015-09-04,24.1,20.0,27.8,0.0,206.0,1018.0,Fall
2015-09-05,20.0,14.4,24.4,0.0,92.0,1024.4,Fall
2015-09-06,20.6,13.9,26.7,0.0,118.2,1022.6,Fall
2015-09-07,23.9,16.1,29.4,0.0,264.0,1018.2,Fall
2015-09-08,26.4,23.3,32.2,0.96,197.6,1015.3,Fall
2015-09-09,25.9,23.9,30.0,2.3800000000000003,171.6,1012.8,Fall
2015-09-10,22.7,19.4,25.0,3.04,202.8,1009.7,Fall
2015-09-11,20.2,16.7,25.6,1.6799999999999997,130.0,1007.2,Fall
2015-09-12,20.4,16.1,25.0,4.1,130.0,1009.0,Fall
2015-09-13,21.2,17.2,25.6,0.0,123.2,1016.7199999999999,Fall
2015-09-14,18.3,14.4,22.2,0.0,92.2,1014.8,Fall
2015-09-15,19.8,10.6,25.6,0.0,88.0,1024.6,Fall
2015-09-16,20.5,13.9,26.7,0.0,68.0,1025.4,Fall
2015-09-17,21.3,13.9,27.8,0.0,75.0,1020.6,Fall
2015-09-18,21.3,14.4,27.8,0.0,180.2,1016.9,Fall
2015-09-19,23.0,19.4,26.7,0.0,194.0,1014.1,Fall
2015-09-20,21.9,15.6,25.0,0.0,345.0,1014.8,Fall
2015-09-21,16.6,10.6,22.8,0.0,36.0,1022.5,Fall
2015-09-22,17.5,13.9,21.7,0.0,48.0,1025.1,Fall
2015-09-23,16.1,10.6,22.2,0.0,85.0,1024.1,Fall
2015-09-24,18.7,12.2,25.0,0.0,55.0,1025.4,Fall
2015-09-25,17.1,12.8,21.7,0.0,55.0,1028.4,Fall
2015-09-26,16.2,12.2,21.7,0.0,54.0,1030.8,Fall
2015-09-27,14.3,7.8,21.1,0.0,89.0,1030.6,Fall
2015-09-28,18.8,13.3,25.6,0.0,88.0,1023.9,Fall
2015-09-29,22.1,18.3,26.7,7.4,114.0,1013.04,Fall
2015-09-30,21.7,16.7,24.4,0.06,47.0,1011.7,Fall
2015-10-01,14.3,12.2,16.7,1.54,15.0,1018.3,Fall
2015-10-02,10.2,8.9,12.8,0.9800000000000001,25.0,1023.2,Fall
2015-10-03,10.0,8.3,11.7,0.6599999999999999,33.0,1026.9,Fall
2015-10-04,12.7,9.4,17.8,0.0,35.0,1026.9,Fall
2015-10-05,12.0,7.8,18.3,0.0,18.0,1021.8,Fall
2015-10-06,13.1,7.8,20.0,0.0,269.8,1016.2,Fall
2015-10-07,15.4,10.6,21.1,0.0,268.6,1015.0,Fall
2015-10-08,14.3,7.2,18.9,0.0,130.0,1019.5,Fall
2015-10-09,18.2,11.7,21.1,0.0,136.6,1013.5,Fall
2015-10-10,12.7,7.8,16.7,0.0,214.8,1017.3,Fall
2015-10-11,12.5,3.9,18.9,0.0,305.2,1014.3,Fall
2015-10-12,15.8,7.8,21.7,0.0,323.0,1009.8,Fall
2015-10-13,17.4,12.8,21.7,0.3,177.4,1002.1,Fall
2015-10-14,16.0,12.2,20.0,0.0,168.2,1006.0,Fall
2015-10-15,12.5,3.3,16.1,0.0,194.2,1014.0,Fall
2015-10-16,14.1,7.8,17.2,0.0,308.6,1013.9,Fall
2015-10-17,8.8,4.4,12.2,0.0,266.2,1017.9,Fall
2015-10-18,4.1,-0.6,7.8,0.0,337.0,1024.5,Fall
2015-10-19,4.0,-5.0,11.1,0.0,152.4,1029.1,Fall
2015-10-20,14.0,10.6,18.3,0.0,227.0,1022.6,Fall
2015-10-21,15.5,10.0,21.1,0.0,77.6,1024.8,Fall
2015-10-22,15.6,8.3,19.4,0.0,235.6,1020.5,Fall
2015-10-23,10.8,3.9,16.1,0.0,346.0,1022.5,Fall
2015-10-24,7.4,1.1,12.2,0.0,74.0,1027.9,Fall
2015-10-25,14.6,11.1,18.3,0.8800000000000001,240.0,1015.5600000000001,Fall
2015-10-26,8.1,1.7,13.3,0.0,116.8,1029.0,Fall
2015-10-27,7.7,2.8,13.9,0.0,86.4,1034.0,Fall
2015-10-28,12.6,5.6,18.9,0.0,82.0,1023.1,Fall
2015-10-29,18.3,15.0,20.6,0.06,216.0,1002.1,Fall
2015-10-30,12.2,7.8,16.7,0.0,220.8,1011.7,Fall
2015-10-31,7.3,-0.6,11.7,0.0,166.0,1021.3,Fall
2015-11-01,14.2,11.7,16.1,0.0,221.0,1013.9,Fall
2015-11-02,11.3,6.1,15.6,0.0,246.8,1017.7,Fall
2015-11-03,10.9,3.9,19.4,0.0,195.8,1021.4,Fall
2015-11-04,12.1,6.1,18.3,0.0,187.4,1027.2,Fall
2015-11-05,14.1,7.2,16.7,7.3199999999999985,139.4,1024.2,Fall
2015-11-06,17.7,16.1,20.6,0.0,66.0,1014.4799999999999,Fall
2015-11-07,15.1,11.1,18.3,0.0,297.8,1015.2,Fall
2015-11-08,9.1,2.2,13.3,0.0,186.0,1026.1,Fall
2015-11-09,7.2,-1.1,13.9,0.0,168.0,1029.6,Fall
2015-11-10,9.2,7.2,10.6,1.42,108.4,1019.2,Fall
2015-11-11,9.0,7.2,11.1,2.2199999999999998,2.0,1011.7800000000001,Fall
2015-11-12,11.8,8.3,15.0,3.3,114.4,1008.5,Fall
2015-11-13,12.2,7.8,15.0,0.0,263.0,1002.8,Fall
2015-11-14,7.1,3.9,8.9,0.0,236.2,1014.8,Fall
2015-11-15,8.2,-0.6,12.2,0.0,159.0,1022.5,Fall
2015-11-16,9.0,0.6,17.8,0.0,212.0,1022.5,Fall
2015-11-17,3.9,-1.1,8.3,0.0,66.0,1033.4,Fall
2015-11-18,6.5,-1.7,12.8,0.0,69.0,1033.1,Fall
2015-11-19,14.2,11.7,15.6,13.3,125.0,1022.9,Fall
2015-11-20,11.9,3.9,16.1,10.7,200.2,1018.1,Fall
2015-11-21,7.3,3.3,10.0,0.0,78.0,1022.4,Fall
2015-11-22,9.5,6.7,11.7,0.0,111.4,1012.4,Fall
2015-11-23,3.4,1.1,5.6,0.0,335.0,1015.8,Fall
2015-11-24,0.8,-6.1,6.7,0.0,149.2,1027.5,Fall
2015-11-25,3.2,-3.3,9.4,0.0,88.4,1040.2,Fall
2015-11-26,5.9,-1.7,13.3,0.0,107.4,1041.8,Fall
2015-11-27,9.0,2.8,15.0,0.0,202.6,1019.64,Fall
2015-11-28,10.3,6.7,14.4,0.9800000000000001,222.6,1021.3,Fall
2015-11-29,4.2,0.0,9.4,0.0,2.0,1024.2,Fall
2015-11-30,1.9,-2.2,6.1,0.0,30.0,1030.1,Fall
2015-12-01,5.1,1.7,9.4,4.42,34.0,1023.0,Winter
2015-12-02,7.5,4.4,11.7,4.88,207.0,1010.2,Winter
2015-12-03,8.8,5.6,10.6,0.0,132.6,1010.3,Winter
2015-12-04,5.6,-1.7,9.4,0.0,149.0,1028.9,Winter
2015-12-05,4.3,-2.2,9.4,0.0,87.8,1037.0,Winter
2015-12-06,3.6,-4.4,10.6,0.0,86.4,1030.6,Winter
2015-12-07,5.0,-1.7,10.6,0.0,271.4,1019.7,Winter
2015-12-08,5.6,3.9,8.9,0.0,10.0,1019.0,Winter
2015-12-09,6.2,-2.2,10.6,0.0,271.4,1019.9,Winter
2015-12-10,9.5,4.4,12.8,0.12,213.2,1014.7,Winter
2015-12-11,9.2,4.4,12.8,0.0,158.8,1013.5,Winter
2015-12-12,11.6,5.0,16.1,0.0,301.6,1019.2,Winter
2015-12-13,12.0,10.0,15.0,0.0,152.4,1020.8,Winter
2015-12-14,12.1,10.6,15.0,11.2,117.0,1011.2,Winter
2015-12-15,13.7,9.4,16.1,0.3,298.0,999.9,Winter
2015-12-16,7.4,2.2,9.4,0.0,74.0,1018.6,Winter
2015-12-17,10.9,7.8,12.8,16.1,103.0,1016.0200000000001,Winter
2015-12-18,7.8,3.9,11.1,0.3,246.4,1005.3,Winter
2015-12-19,2.9,2.2,3.9,0.0,274.0,1015.9,Winter
2015-12-20,3.1,1.1,5.6,0.0,78.6,1029.9,Winter
2015-12-21,8.5,3.9,10.6,0.0,224.0,1024.0,Winter
2015-12-22,11.4,10.0,12.8,7.18,71.8,1012.5600000000001,Winter
2015-12-23,9.9,5.0,14.4,0.1,246.8,1019.6,Winter
2015-12-24,14.3,8.9,16.7,1.3,192.0,1010.74,Winter
2015-12-25,12.0,8.9,17.2,0.0,150.0,1021.0,Winter
2015-12-26,10.5,9.4,13.9,0.0,59.0,1029.9,Winter
2015-12-27,10.5,8.3,13.9,0.32,209.0,1014.5,Winter
2015-12-28,2.9,0.0,6.1,0.0,8.0,1029.2,Winter
2015-12-29,1.1,-1.1,3.3,0.0,25.0,1021.3,Winter
2015-12-30,1.9,0.6,3.3,0.5,20.0,1024.3,Winter
2015-12-31,5.2,1.1,8.3,5.9,333.0,1016.9,Winter
2016-01-01,4.1,1.7,6.7,0.0,256.6,1015.6,Winter
2016-01-02,1.8,0.0,3.9,0.0,232.2,1015.7,Winter
2016-01-03,3.7,1.7,6.7,0.0,190.6,1010.5,Winter
2016-01-04,-3.5,-10.0,2.2,0.0,334.0,1016.8,Winter
2016-01-05,-7.7,-12.8,-1.7,0.0,344.0,1033.7,Winter
2016-01-06,-1.9,-11.1,4.4,0.0,182.0,1032.9,Winter
2016-01-07,-1.0,-7.8,5.0,0.0,138.6,1025.8,Winter
2016-01-08,1.7,-3.9,7.8,0.0,23.0,1023.1,Winter
2016-01-09,5.1,-0.6,8.3,0.0,53.0,1022.2,Winter
2016-01-10,9.9,6.7,13.9,0.82,137.0,1016.0799999999999,Winter
2016-01-11,1.3,-2.8,6.1,0.0,283.0,1010.5,Winter
2016-01-12,-0.8,-7.8,6.1,0.0,257.4,1011.6,Winter
2016-01-13,-2.8,-4.4,0.6,0.0,283.0,1011.2,Winter
2016-01-14,-1.8,-5.6,2.2,0.0,263.0,1013.8,Winter
2016-01-15,3.6,-3.3,8.3,0.0,290.6,1011.3,Winter
2016-01-16,5.3,2.2,8.9,3.7600000000000002,324.0,999.3,Winter
2016-01-17,1.1,-1.1,5.0,2.7600000000000002,352.0,1008.2,Winter
2016-01-18,-3.4,-6.1,-1.1,0.0,292.0,1007.4,Winter
2016-01-19,-4.5,-7.2,-1.7,0.0,291.0,1013.2,Winter
2016-01-20,-1.2,-5.0,2.8,0.0,175.8,1019.3,Winter
2016-01-21,-1.6,-3.9,1.7,0.0,330.0,1019.4,Winter
2016-01-22,-3.7,-7.2,-1.1,0.0,356.0,1023.0,Winter
2016-01-23,-2.8,-5.0,-1.1,0.1,23.0,1009.5,Winter
2016-01-24,-2.0,-6.7,2.2,0.0,332.0,1012.0,Winter
2016-01-25,-1.8,-11.7,1.7,0.0,266.6,1023.8,Winter
2016-01-26,0.8,-7.2,6.7,0.0,272.2,1017.3,Winter
2016-01-27,4.3,-1.7,7.8,0.0,239.6,1015.6,Winter
2016-01-28,-1.3,-7.8,5.6,0.0,240.2,1013.6,Winter
2016-01-29,1.6,-1.1,5.0,0.0,228.0,1000.2,Winter
2016-01-30,0.6,-2.8,3.9,0.0,251.0,1015.4,Winter
2016-01-31,3.9,-0.6,8.3,0.0,247.8,1013.0,Winter
2016-02-01,6.7,-0.6,15.0,0.0,225.4,1009.8,Winter
2016-02-02,4.2,-0.6,10.0,0.0,187.6,1024.8,Winter
2016-02-03,7.0,-1.1,12.2,0.0,262.0,1020.1,Winter
2016-02-04,10.0,6.1,12.2,0.22000000000000003,312.0,1015.0,Winter
2016-02-05,1.4,-2.8,5.0,2.1399999999999997,337.0,1019.1,Winter
2016-02-06,-0.6,-8.3,2.8,0.0,91.2,1027.2,Winter
2016-02-07,0.1,-6.7,5.0,0.0,253.2,1020.2,Winter
2016-02-08,-1.7,-5.0,2.8,0.0,13.0,1021.72,Winter
2016-02-09,-3.3,-7.2,0.0,0.1,142.6,1004.3,Winter
2016-02-10,0.0,-4.4,3.9,0.1,142.0,1002.8,Winter
2016-02-11,-4.2,-8.3,0.0,0.0,292.0,1011.1,Winter
2016-02-12,-7.2,-11.1,-4.4,0.0,321.4,1020.0,Winter
2016-02-13,-8.9,-16.1,-5.6,0.0,294.0,1016.1,Winter
2016-02-14,-16.4,-21.1,-11.7,0.0,332.0,1031.0,Winter
2016-02-15,-10.7,-16.7,-3.3,0.0,259.4,1031.5,Winter
2016-02-16,5.6,-2.2,10.0,6.3,236.0,1008.1,Winter
2016-02-17,2.7,1.1,3.9,0.0,185.0,1014.1,Winter
2016-02-18,-0.9,-3.3,1.7,0.0,335.0,1028.0,Winter
2016-02-19,-1.8,-6.7,2.8,0.0,116.0,1031.7,Winter
2016-02-20,6.6,2.8,11.7,0.0,204.0,1013.5,Winter
2016-02-21,7.1,0.0,12.2,0.3,208.6,1012.0,Winter
2016-02-22,4.1,0.0,7.8,0.0,340.0,1019.6,Winter
2016-02-23,1.8,-1.1,3.9,0.0,53.0,1026.7,Winter
2016-02-24,5.8,2.2,13.3,0.06,39.0,1019.74,Winter
2016-02-25,8.2,4.4,13.3,10.7,209.0,992.2,Winter
2016-02-26,1.1,-2.8,4.4,0.0,302.0,1008.3,Winter
2016-02-27,-0.6,-3.9,3.3,0.0,240.0,1017.3,Winter
2016-02-28,5.8,2.8,11.1,0.0,220.0,1012.1,Winter
2016-02-29,7.7,3.9,12.2,0.8,226.0,1005.1,Winter
2016-03-01,5.1,2.2,7.2,3.3,139.0,1016.9,Spring
2016-03-02,5.3,-2.8,9.4,1.26,277.0,1005.1,Spring
2016-03-03,-1.7,-5.0,1.1,0.0,270.0,1022.6,Spring
2016-03-04,-0.5,-2.8,2.8,2.1399999999999997,16.0,1019.5,Spring
2016-03-05,-0.1,-2.8,2.2,0.0,230.6,1021.1,Spring
2016-03-06,0.7,-2.8,4.4,0.0,263.6,1024.7,Spring
2016-03-07,3.5,-4.4,8.3,0.0,145.2,1021.0,Spring
2016-03-08,6.1,0.6,11.7,0.0,212.4,1020.4,Spring
2016-03-09,9.9,3.3,15.6,0.0,285.8,1018.3,Spring
2016-03-10,15.7,11.7,19.4,4.42,259.6,1013.8,Spring
2016-03-11,13.3,7.2,17.8,7.06,131.4,1018.3,Spring
2016-03-12,6.3,0.6,9.4,0.0,193.4,1023.0,Spring
2016-03-13,11.2,3.3,16.7,0.0,285.8,1016.8,Spring
2016-03-14,7.0,5.0,9.4,0.32,75.0,1013.0600000000001,Spring
2016-03-15,8.2,5.6,10.6,1.1800000000000002,8.0,1009.5,Spring
2016-03-16,9.0,5.6,15.0,2.5,19.0,1010.1,Spring
2016-03-17,9.0,2.2,13.3,0.0,237.4,1009.2,Spring
2016-03-18,8.9,6.1,11.1,0.0,132.6,1008.6,Spring
2016-03-19,3.6,0.0,6.7,0.0,184.2,1018.2,Spring
2016-03-20,1.3,-2.2,4.4,0.0,58.0,1019.6,Spring
2016-03-21,2.8,-1.1,9.4,0.0,316.0,1010.0,Spring
2016-03-22,4.9,1.1,8.9,0.0,243.8,1018.3,Spring
2016-03-23,10.1,4.4,16.7,0.0,205.0,1014.5,Spring
2016-03-24,7.6,5.6,10.0,0.0,88.0,1018.2,Spring
2016-03-25,11.0,6.7,15.0,0.76,230.6,1009.2,Spring
2016-03-26,5.4,2.2,8.3,0.0,24.0,1025.0,Spring
2016-03-27,5.4,2.2,8.3,0.0,141.6,1028.0,Spring
2016-03-28,7.0,5.0,12.2,17.5,70.0,1014.8399999999999,Spring
2016-03-29,8.2,5.0,10.6,0.0,313.0,1010.6,Spring
2016-03-30,5.2,-2.8,8.9,0.0,201.0,1025.2,Spring
2016-03-31,10.6,2.2,16.1,0.0,218.8,1015.5,Spring
2016-04-01,12.6,11.1,15.0,3.9200000000000004,252.0,1003.8,Spring
2016-04-02,9.1,5.0,13.3,3.96,131.8,999.6,Spring
2016-04-03,2.4,0.0,5.0,0.0,314.0,1003.9,Spring
2016-04-04,-0.3,-2.8,2.2,2.1399999999999997,36.0,1014.4,Spring
2016-04-05,-0.7,-5.0,3.9,0.0,353.0,1023.5,Spring
2016-04-06,1.7,-4.4,6.7,0.0,266.6,1025.3,Spring
2016-04-07,9.9,6.1,11.7,1.5799999999999998,115.0,1004.8,Spring
2016-04-08,7.6,5.6,9.4,0.0,252.0,1001.5,Spring
2016-04-09,3.7,-2.2,7.2,0.0,235.4,1008.1,Spring
2016-04-10,4.1,-0.6,7.8,0.0,278.0,1023.2,Spring
2016-04-11,9.2,6.1,12.8,0.5599999999999999,188.0,1022.1,Spring
2016-04-12,10.1,4.4,13.3,0.1,273.0,1017.6,Spring
2016-04-13,6.2,-0.6,11.7,0.0,160.6,1027.3,Spring
2016-04-14,7.4,1.1,14.4,0.0,163.4,1027.4,Spring
2016-04-15,7.6,1.1,16.1,0.0,109.6,1029.7,Spring
2016-04-16,8.8,1.1,18.3,0.0,128.6,1030.3,Spring
2016-04-17,9.6,1.1,18.3,0.0,180.2,1028.7,Spring
2016-04-18,12.9,3.3,23.9,0.0,131.4,1021.9,Spring
2016-04-19,13.7,7.2,19.4,0.0,269.8,1015.7,Spring
2016-04-20,11.7,7.2,16.7,0.0,343.0,1022.7,Spring
2016-04-21,10.9,3.3,17.8,0.0,251.6,1019.4,Spring
2016-04-22,16.4,10.6,22.2,1.3,200.8,1012.2,Spring
2016-04-23,16.3,11.1,20.6,7.74,205.2,1009.6,Spring
2016-04-24,10.9,5.6,17.2,0.0,233.6,1016.5,Spring
2016-04-25,11.8,8.3,15.6,0.0,201.4,1015.5,Spring
2016-04-26,8.8,6.1,11.1,10.7,50.0,1008.4,Spring
2016-04-27,8.6,2.8,13.3,0.0,215.6,1012.4,Spring
2016-04-28,9.4,5.0,11.7,0.0,254.4,1016.5,Spring
2016-04-29,9.0,7.2,11.1,0.3,99.0,1019.8,Spring
2016-04-30,10.0,6.7,14.4,2.3,207.0,1022.8,Spring
2016-05-01,7.6,5.0,9.4,0.0,101.0,1022.7,Spring
2016-05-02,8.8,6.1,12.8,0.0,141.0,1014.82,Spring
2016-05-03,10.0,8.9,11.1,10.8,41.4,1011.5,Spring
2016-05-04,9.7,7.8,11.7,2.7,54.0,1008.8,Spring
2016-05-05,9.6,7.2,12.2,0.0,20.0,1005.3,Spring
2016-05-06,9.8,8.3,13.9,2.5799999999999996,63.0,1007.6,Spring
2016-05-07,10.2,8.9,12.2,5.44,89.6,1008.6,Spring
2016-05-08,11.8,8.3,17.8,2.6,241.0,1005.8,Spring
2016-05-09,14.7,9.4,20.6,0.0,268.6,1014.4,Spring
2016-05-10,11.6,3.3,16.1,0.0,215.8,1022.0,Spring
2016-05-11,14.1,5.0,20.6,0.0,131.4,1020.5,Spring
2016-05-12,15.6,8.3,21.7,0.0,248.4,1019.3,Spring
2016-05-13,14.1,10.0,17.8,7.3199999999999985,179.8,1012.0,Spring
2016-05-14,15.9,11.7,20.6,0.8,248.8,1006.1,Spring
2016-05-15,12.0,9.4,15.0,0.0,290.0,1006.5,Spring
2016-05-16,10.9,6.1,17.8,0.0,233.6,1015.4,Spring
2016-05-17,12.9,7.8,17.2,0.0,174.0,1020.3,Spring
2016-05-18,13.2,7.2,17.8,0.0,183.6,1019.8,Spring
2016-05-19,13.6,11.1,17.8,0.0,131.4,1019.2,Spring
2016-05-20,14.8,7.2,21.1,0.0,123.4,1022.4,Spring
2016-05-21,13.8,7.8,16.7,0.0,176.8,1019.1,Spring
